"","ParticipantName","Trial","Condition","Age","MCDI_Total","MCDI_Nouns","MCDI_Verbs","KnownVerb","KnownAnimal","Verb","y","N","elog","wts","Proportion","ArcSin"
"91","ANCAT114","UnfamiliarLemur","Neutral",15.88,"24","15","1",0,0,"Eat",100,220,-0.181492025431579,0.0182490039429409,0.454545454545455,0.739880774378741
"92","ANCAT96","UnfamiliarLemur","Neutral",16.54,"20","9","2",0,0,"Eat",223,310,0.937772620690055,0.0159028443592202,0.719354838709677,1.01247930838048
"93","ANCAT131","UnfamiliarLemur","Neutral",15.62,"31","18","2",0,0,"Eat",0,26,-3.97029191355212,2.0377358490566,0,0
"94","ANCAT128","UnfamiliarLemur","Neutral",17.52,"30","20","2",0,0,"Eat",141,317,-0.221021159290059,0.0127328601887907,0.444794952681388,0.730080334459904
"95","ANCAT108","UnfamiliarLemur","Informative",14.2,"0","0","0",1,0,"Eat",38,203,-1.45831295352338,0.0320163220465335,0.187192118226601,0.44743786794605
"96","ANCAT97","UnfamiliarLemur","Informative",14.2,"3","1","0",1,0,"Eat",111,196,0.265508214957459,0.0206645162982194,0.566326530612245,0.851920773515269
"97","ANCAT105","UnfamiliarLemur","Informative",14.76,"7","3","0",1,0,"Eat",250,315,1.34140877788371,0.019259191540583,0.793650793650794,1.0992585722264
"98","ANCAT120","UnfamiliarLemur","Informative",14.56,"8","4","0",1,0,"Eat",50,280,-1.51827752615539,0.024140374991946,0.178571428571429,0.436286926716168
"99","ANCAT129","UnfamiliarLemur","Informative",15.55,"11","5","0",1,0,"Eat",91,105,1.84219032285495,0.0798944789900132,0.866666666666667,1.19700415196039
"100","ANCAT115","UnfamiliarLemur","Informative",14.93,"12","7","0",1,0,"Eat",55,154,-0.583774623412158,0.0280682692742994,0.357142857142857,0.640522312679424
"101","ANCAT104","UnfamiliarLemur","Informative",17.82,"17","8","0",1,0,"Eat",331,331,6.49677499018586,2.00301659125189,1,1.5707963267949
"102","ANCAT92","UnfamiliarLemur","Informative",16.08,"21","11","0",1,0,"Eat",236,314,1.10284958314362,0.0169671833129099,0.751592356687898,1.04903820654634
"103","ANCAT116","UnfamiliarLemur","Informative",16.21,"2","0","1",1,0,"Eat",127,306,-0.342058843329853,0.0134141678955705,0.415032679738562,0.700016491092308
"104","ANCAT100","UnfamiliarLemur","Informative",14.27,"12","3","1",1,0,"Eat",7,26,-0.955511445027436,0.184615384615385,0.269230769230769,0.545533844559572
"105","ANCAT122","UnfamiliarLemur","Informative",14.5,"19","8","1",1,0,"Eat",43,105,-0.362405618647717,0.0389885057471264,0.40952380952381,0.69442079737923
"106","ANCAT132","UnfamiliarLizard","Informative",16.11,"0","0","0",0,0,"Cry",72,159,-0.18805223150294,0.0252216748768473,0.452830188679245,0.738158102087739
"107","ANCAT103","UnfamiliarLizard","Neutral",15.71,"3","1","0",0,0,"Cry",172,289,0.383958902887201,0.0143077397471477,0.595155709342561,0.881137839889649
"108","ANCAT127","UnfamiliarLizard","Informative",14.79,"5","1","0",0,0,"Cry",120,197,0.441371816571408,0.0212019809931736,0.609137055837564,0.895420957196668
"109","ANCAT105","UnfamiliarLizard","Informative",14.76,"7","3","0",0,0,"Cry",137,324,-0.31015492830384,0.0126060606060606,0.422839506172839,0.707928077704477
"110","ANCAT93","UnfamiliarLizard","Informative",14.5,"10","3","0",0,0,"Cry",12,43,-0.924258901523332,0.111746031746032,0.27906976744186,0.556562403348715
"111","ANCAT126","UnfamiliarLizard","Neutral",15.22,"6","4","0",0,0,"Cry",223,277,1.41121071238443,0.0228228967838598,0.805054151624549,1.11349680108255
"112","ANCAT106","UnfamiliarLizard","Neutral",14.43,"7","4","0",0,0,"Cry",73,141,0.0704516609506113,0.0282039823228561,0.517730496453901,0.803132377919075
"113","ANCAT120","UnfamiliarLizard","Informative",14.56,"8","4","0",0,0,"Cry",78,292,-1.00521111357971,0.0174008581651894,0.267123287671233,0.54315524832211
"114","ANCAT130","UnfamiliarLizard","Neutral",15.35,"6","5","0",0,0,"Cry",116,327,-0.596333725480577,0.0133118233748313,0.35474006116208,0.638013111283176
"115","ANCAT112","UnfamiliarLizard","Neutral",17.42,"9","6","0",0,0,"Cry",34,73,-0.135341347869762,0.0543019629425793,0.465753424657534,0.751124754474974
"116","ANCAT102","UnfamiliarLizard","Neutral",16.73,"13","6","0",0,0,"Cry",68,304,-1.23911446266381,0.0188268699557106,0.223684210526316,0.492638918708517
"117","ANCAT99","UnfamiliarLizard","Neutral",16.18,"13","7","0",0,0,"Cry",0,115,-5.44241771052179,2.00865800865801,0,0
"118","ANCAT98","UnfamiliarLizard","Neutral",16.18,"14","7","0",0,0,"Cry",222,314,0.877718457087915,0.0153051928332827,0.707006369426752,0.998827141325695
"119","ANCAT119","UnfamiliarLizard","Neutral",17.52,"16","8","0",0,0,"Cry",13,81,-1.6241440598238,0.0886726142200595,0.160493827160494,0.412189938104705
"120","ANCAT92","UnfamiliarLizard","Informative",16.08,"21","11","0",0,0,"Cry",94,201,-0.12889101306802,0.0198843361634059,0.467661691542289,0.753037266854675
"121","ANCAT118","UnfamiliarLizard","Neutral",15.25,"27","15","0",0,0,"Cry",86,258,-0.690252822533581,0.0173577950908939,0.333333333333333,0.615479708670387
"122","ANCAT96","UnfamiliarLizard","Neutral",16.54,"20","9","2",0,0,"Cry",54,82,0.648296614394594,0.0534363431514566,0.658536585365854,0.94671907425849
"123","ANCAT131","UnfamiliarLizard","Neutral",15.62,"31","18","2",0,0,"Cry",52,140,-0.522189382416306,0.0303470540758676,0.371428571428571,0.655365927040252
"124","ANCAT128","UnfamiliarLizard","Neutral",17.52,"30","20","2",0,0,"Cry",269,329,1.49392502531226,0.0202395007589813,0.817629179331307,1.12956966621781
"125","ANCAT104","UnfamiliarLizard","Informative",17.82,"17","8","0",1,0,"Cry",0,5,-2.39789527279837,2.18181818181818,0,0
"126","ANCAT116","UnfamiliarLizard","Informative",16.21,"2","0","1",1,0,"Cry",196,309,0.548859594387858,0.0138996312113977,0.634304207119741,0.921372194082736
"127","ANCAT100","UnfamiliarLizard","Informative",14.27,"12","3","1",1,0,"Cry",0,71,-4.96284463025991,2.01398601398601,0,0
"128","ANCAT97","UnfamiliarLizard","Informative",14.2,"3","1","0",0,1,"Cry",94,220,-0.291642473667878,0.0184871489219315,0.427272727272727,0.712411969125346
"129","ANCAT133","UnfamiliarLizard","Neutral",14.6,"38","24","0",0,1,"Cry",183,320,0.288590750387999,0.0127223185533812,0.571875,0.857523032178509
"130","ANCAT114","UnfamiliarLizard","Neutral",15.88,"24","15","1",0,1,"Cry",173,216,1.38341666129228,0.0287521945079334,0.800925925925926,1.10830713268117
"131","ANCAT122","UnfamiliarLizard","Informative",14.5,"19","8","1",1,1,"Cry",46,204,-1.22630228072402,0.0278145246090702,0.225490196078431,0.494802763329643
"132","ANCAT132","UnfamiliarRhino","Informative",16.11,"0","0","0",0,0,"Drink",112,241,-0.140727659495118,0.0166108966108966,0.464730290456432,0.750099138940061
"133","ANCAT103","UnfamiliarRhino","Neutral",15.71,"3","1","0",0,0,"Drink",139,322,-0.274150066233205,0.012618050062016,0.43167701863354,0.716860752893728
"134","ANCAT127","UnfamiliarRhino","Informative",14.79,"5","1","0",0,0,"Drink",301,330,2.32437975282147,0.0372150546701521,0.912121212121212,1.26982965414841
"135","ANCAT126","UnfamiliarRhino","Neutral",15.22,"6","4","0",0,0,"Drink",191,321,0.383514581857953,0.0128847673639247,0.595015576323987,0.880995102037014
"136","ANCAT106","UnfamiliarRhino","Neutral",14.43,"7","4","0",0,0,"Drink",70,145,-0.0685199464367561,0.0274294302757033,0.482758620689655,0.768153365416609
"137","ANCAT130","UnfamiliarRhino","Neutral",15.35,"6","5","0",0,0,"Drink",58,325,-1.52009281209825,0.0208323348510264,0.178461538461538,0.436143447158797
"138","ANCAT112","UnfamiliarRhino","Neutral",17.42,"9","6","0",0,0,"Drink",206,276,1.07468770258286,0.0190270121752271,0.746376811594203,1.04302386232225
"139","ANCAT99","UnfamiliarRhino","Neutral",16.18,"13","7","0",0,0,"Drink",130,215,0.422856850820034,0.0193587416817907,0.604651162790698,0.890828877381786
"140","ANCAT98","UnfamiliarRhino","Neutral",16.18,"14","7","0",0,0,"Drink",167,229,0.985816794522765,0.0219701492537313,0.729257641921397,1.02356005891516
"141","ANCAT119","UnfamiliarRhino","Neutral",17.52,"16","8","0",0,0,"Drink",17,197,-2.33352989684347,0.0626830233478433,0.0862944162436548,0.298157096240435
"142","ANCAT96","UnfamiliarRhino","Neutral",16.54,"20","9","2",0,0,"Drink",156,293,0.129432092873582,0.0136625036305547,0.532423208191126,0.817844138272762
"143","ANCAT131","UnfamiliarRhino","Neutral",15.62,"31","18","2",0,0,"Drink",193,285,0.738068867951457,0.0159787694671416,0.67719298245614,0.966526829984167
"144","ANCAT128","UnfamiliarRhino","Neutral",17.52,"30","20","2",0,0,"Drink",164,259,0.543784322718742,0.0165502315441048,0.633204633204633,0.920231030635208
"145","ANCAT108","UnfamiliarRhino","Informative",14.2,"0","0","0",1,0,"Drink",59,199,-0.859231176222216,0.0239241604114956,0.296482412060302,0.575795248848613
"146","ANCAT97","UnfamiliarRhino","Informative",14.2,"3","1","0",1,0,"Drink",81,142,0.281565845434345,0.0285301012519328,0.570422535211268,0.85605563449396
"147","ANCAT105","UnfamiliarRhino","Informative",14.76,"7","3","0",1,0,"Drink",158,316,0,0.0126182965299685,0.5,0.785398163397448
"148","ANCAT120","UnfamiliarRhino","Informative",14.56,"8","4","0",1,0,"Drink",95,195,-0.0510314800124459,0.0204214529447006,0.487179487179487,0.772576245327389
"149","ANCAT129","UnfamiliarRhino","Informative",15.55,"11","5","0",1,0,"Drink",122,151,1.42372076663901,0.0420615703908682,0.80794701986755,1.11715830253097
"150","ANCAT115","UnfamiliarRhino","Informative",14.93,"12","7","0",1,0,"Drink",11,29,-0.475423696715075,0.141010575793184,0.379310344827586,0.663504694163281
"151","ANCAT104","UnfamiliarRhino","Informative",17.82,"17","8","0",1,0,"Drink",164,261,0.523058192201625,0.0163354376120334,0.628352490421456,0.915203856929543
"152","ANCAT92","UnfamiliarRhino","Informative",16.08,"21","11","0",1,0,"Drink",282,328,1.80422623799319,0.0250451993529356,0.859756097560976,1.18694799332478
"153","ANCAT116","UnfamiliarRhino","Informative",16.21,"2","0","1",1,0,"Drink",0,308,-6.42486902390539,2.0032414910859,0,0
"154","ANCAT100","UnfamiliarRhino","Informative",14.27,"12","3","1",1,0,"Drink",25,71,-0.60077386042893,0.0607210626185958,0.352112676056338,0.635264989529311
"155","ANCAT122","UnfamiliarRhino","Informative",14.5,"19","8","1",1,0,"Drink",146,146,5.68017260901707,2.00682593856655,1,1.5707963267949
"156","ANCAT118","UnfamiliarRhino","Neutral",15.25,"27","15","0",0,1,"Drink",61,95,0.578077850775158,0.0452456698480028,0.642105263157895,0.92948961198147
"157","ANCAT133","UnfamiliarRhino","Neutral",14.6,"38","24","0",0,1,"Drink",172,316,0.177117728918928,0.0127175166741889,0.544303797468354,0.829760140432218
"158","ANCAT114","UnfamiliarRhino","Neutral",15.88,"24","15","1",0,1,"Drink",50,103,-0.0577083176206467,0.0384935689830665,0.485436893203884,0.770832996746149
