StudioTestName	ParticipantName	[Gender]Value	RecordingName	RecordingDate	RecordingDuration	MediaName	RecordingTimestamp	LocalTimeStamp	StudioEvent	FixationIndex	SaccadeIndex	GazeEventType	GazeEventDuration	FixationPointX (MCSpx)	FixationPointY (MCSpx)	GazePointIndex	GazePointLeftX (ADCSpx)	GazePointLeftY (ADCSpx)	GazePointRightX (ADCSpx)	GazePointRightY (ADCSpx)	GazePointX (ADCSpx)	GazePointY (ADCSpx)	PupilLeft	PupilRight	ValidityLeft	ValidityRight	X
Informative A	ANCAT139	F	ANCAT139	11/16/2012	303440	The bird is so close.avi	126395	00:51.9				Unclassified	2348			7581									4	4	
Informative A	ANCAT139	F	ANCAT139	11/16/2012	303440	The bird is so close.avi	126412	00:51.9				Unclassified	2348			7582									4	4	
Informative A	ANCAT139	F	ANCAT139	11/16/2012	303440	The bird is so close.avi	126426	00:51.9				Unclassified	2348			7583									4	4	
Informative A	ANCAT139	F	ANCAT139	11/16/2012	303440	The bird is so close.avi	126443	00:51.9				Unclassified	2348			7584									4	4	
Informative A	ANCAT139	F	ANCAT139	11/16/2012	303440	The bird is so close.avi	126460	00:51.9				Unclassified	2348			7585									4	4	
Informative A	ANCAT139	F	ANCAT139	11/16/2012	303440	The bird is so close.avi	126476	00:52.0				Unclassified	2348			7586									4	4	
Informative A	ANCAT139	F	ANCAT139	11/16/2012	303440	The bird is so close.avi	126493	00:52.0				Unclassified	2348			7587									4	4	
Informative A	ANCAT139	F	ANCAT139	11/16/2012	303440	The bird is so close.avi	126510	00:52.0				Unclassified	2348			7588									4	4	
Informative A	ANCAT139	F	ANCAT139	11/16/2012	303440	The bird is so close.avi	126527	00:52.0				Unclassified	2348			7589									4	4	
Informative A	ANCAT139	F	ANCAT139	11/16/2012	303440	The bird is so close.avi	126544	00:52.0				Unclassified	2348			7590									4	4	
Informative A	ANCAT139	F	ANCAT139	11/16/2012	303440	The bird is so close.avi	126561	00:52.0				Unclassified	2348			7591									4	4	
Informative A	ANCAT139	F	ANCAT139	11/16/2012	303440	The bird is so close.avi	126576	00:52.1				Unclassified	2348			7592									4	4	
Informative A	ANCAT139	F	ANCAT139	11/16/2012	303440	The bird is so close.avi	126593	00:52.1				Unclassified	2348			7593									4	4	
Informative A	ANCAT139	F	ANCAT139	11/16/2012	303440	The bird is so close.avi	126609	00:52.1				Unclassified	2348			7594									4	4	
Informative A	ANCAT139	F	ANCAT139	11/16/2012	303440	The bird is so close.avi	126626	00:52.1				Unclassified	2348			7595									4	4	
Informative A	ANCAT139	F	ANCAT139	11/16/2012	303440	The bird is so close.avi	126643	00:52.1				Unclassified	2348			7596									4	4	
Informative A	ANCAT139	F	ANCAT139	11/16/2012	303440	The bird is so close.avi	126644	00:52.1	MovieEnd			Unclassified	2348														
Informative A	ANCAT139	F	ANCAT139	11/16/2012	303440		126659	00:52.1				Unclassified	2348			7597									4	4	
Informative A	ANCAT139	F	ANCAT139	11/16/2012	303440		126677	00:52.2				Unclassified	2348			7598									4	4	
Informative A	ANCAT139	F	ANCAT139	11/16/2012	303440		126694	00:52.2				Unclassified	2348			7599									4	4	
Informative A	ANCAT139	F	ANCAT139	11/16/2012	303440		126711	00:52.2				Unclassified	2348			7600									4	4	
Informative A	ANCAT139	F	ANCAT139	11/16/2012	303440		126726	00:52.2				Unclassified	2348			7601									4	4	
Informative A	ANCAT139	F	ANCAT139	11/16/2012	303440		126743	00:52.2				Unclassified	2348			7602									4	4	
Informative A	ANCAT139	F	ANCAT139	11/16/2012	303440		126759	00:52.2				Unclassified	2348			7603									4	4	
Informative A	ANCAT139	F	ANCAT139	11/16/2012	303440		126776	00:52.3				Unclassified	2348			7604									4	4	
Informative A	ANCAT139	F	ANCAT139	11/16/2012	303440		126793	00:52.3				Unclassified	2348			7605									4	4	
Informative A	ANCAT139	F	ANCAT139	11/16/2012	303440		126809	00:52.3				Unclassified	2348			7606									4	4	
Informative A	ANCAT139	F	ANCAT139	11/16/2012	303440		126826	00:52.3				Unclassified	2348			7607									4	4	
Informative A	ANCAT139	F	ANCAT139	11/16/2012	303440		126844	00:52.3				Unclassified	2348			7608									4	4	
Informative A	ANCAT139	F	ANCAT139	11/16/2012	303440		126861	00:52.3				Unclassified	2348			7609									4	4	
Informative A	ANCAT139	F	ANCAT139	11/16/2012	303440		126876	00:52.4				Unclassified	2348			7610									4	4	
Informative A	ANCAT139	F	ANCAT139	11/16/2012	303440		126893	00:52.4				Unclassified	2348			7611									4	4	
Informative A	ANCAT139	F	ANCAT139	11/16/2012	303440		126909	00:52.4				Unclassified	2348			7612									4	4	
Informative A	ANCAT139	F	ANCAT139	11/16/2012	303440		126926	00:52.4				Unclassified	2348			7613									4	4	
Informative A	ANCAT139	F	ANCAT139	11/16/2012	303440		126943	00:52.4				Unclassified	2348			7614									4	4	
Informative A	ANCAT139	F	ANCAT139	11/16/2012	303440		126959	00:52.4				Unclassified	2348			7615									4	4	
Informative A	ANCAT139	F	ANCAT139	11/16/2012	303440		126976	00:52.5				Unclassified	2348			7616									4	4	
Informative A	ANCAT139	F	ANCAT139	11/16/2012	303440		126993	00:52.5				Unclassified	2348			7617									4	4	
Informative A	ANCAT139	F	ANCAT139	11/16/2012	303440		127009	00:52.5				Unclassified	2348			7618									4	4	
Informative A	ANCAT139	F	ANCAT139	11/16/2012	303440		127026	00:52.5				Unclassified	2348			7619									4	4	
Informative A	ANCAT139	F	ANCAT139	11/16/2012	303440		127042	00:52.5				Unclassified	2348			7620									4	4	
Informative A	ANCAT139	F	ANCAT139	11/16/2012	303440		127059	00:52.5				Unclassified	2348			7621									4	4	
Informative A	ANCAT139	F	ANCAT139	11/16/2012	303440		127076	00:52.6				Unclassified	2348			7622									4	4	
Informative A	ANCAT139	F	ANCAT139	11/16/2012	303440		127092	00:52.6				Unclassified	2348			7623									4	4	
Informative A	ANCAT139	F	ANCAT139	11/16/2012	303440		127109	00:52.6				Unclassified	2348			7624									4	4	
Informative A	ANCAT139	F	ANCAT139	11/16/2012	303440		127125	00:52.6				Unclassified	2348			7625									4	4	
Informative A	ANCAT139	F	ANCAT139	11/16/2012	303440		127142	00:52.6				Unclassified	2348			7626									4	4	
Informative A	ANCAT139	F	ANCAT139	11/16/2012	303440	slug-star.avi	127146	00:52.6	MovieStart			Unclassified	2348														
Informative A	ANCAT139	F	ANCAT139	11/16/2012	303440	slug-star.avi	127159	00:52.6				Unclassified	2348			7627									4	4	
Informative A	ANCAT139	F	ANCAT139	11/16/2012	303440	slug-star.avi	127175	00:52.7				Unclassified	2348			7628									4	4	
Informative A	ANCAT139	F	ANCAT139	11/16/2012	303440	slug-star.avi	127192	00:52.7				Unclassified	2348			7629									4	4	
Informative A	ANCAT139	F	ANCAT139	11/16/2012	303440	slug-star.avi	127209	00:52.7				Unclassified	2348			7630									4	4	
Informative A	ANCAT139	F	ANCAT139	11/16/2012	303440	slug-star.avi	127225	00:52.7				Unclassified	2348			7631									4	4	
Informative A	ANCAT139	F	ANCAT139	11/16/2012	303440	slug-star.avi	127242	00:52.7				Unclassified	2348			7632									4	4	
Informative A	ANCAT139	F	ANCAT139	11/16/2012	303440	slug-star.avi	127259	00:52.7				Unclassified	2348			7633									4	4	
Informative A	ANCAT139	F	ANCAT139	11/16/2012	303440	slug-star.avi	127275	00:52.8				Unclassified	2348			7634									4	4	
Informative A	ANCAT139	F	ANCAT139	11/16/2012	303440	slug-star.avi	127292	00:52.8				Unclassified	2348			7635									4	4	
Informative A	ANCAT139	F	ANCAT139	11/16/2012	303440	slug-star.avi	127309	00:52.8				Unclassified	2348			7636									4	4	
Informative A	ANCAT139	F	ANCAT139	11/16/2012	303440	slug-star.avi	127325	00:52.8				Unclassified	2348			7637									4	4	
Informative A	ANCAT139	F	ANCAT139	11/16/2012	303440	slug-star.avi	127342	00:52.8				Unclassified	2348			7638									4	4	
Informative A	ANCAT139	F	ANCAT139	11/16/2012	303440	slug-star.avi	127359	00:52.8				Unclassified	2348			7639									4	4	
Informative A	ANCAT139	F	ANCAT139	11/16/2012	303440	slug-star.avi	127375	00:52.9				Unclassified	2348			7640	831	484	831	477	831	480	3.75	3.65	0	0	
Informative A	ANCAT139	F	ANCAT139	11/16/2012	303440	slug-star.avi	127392	00:52.9		253		Fixation	83	825	523	7641	776	495	853	514	814	504	3.66	3.64	0	0	
Informative A	ANCAT139	F	ANCAT139	11/16/2012	303440	slug-star.avi	127408	00:52.9		253		Fixation	83	825	523	7642	661	431	923	588	792	509	3.31	3.8	0	0	
Informative A	ANCAT139	F	ANCAT139	11/16/2012	303440	slug-star.avi	127425	00:52.9		253		Fixation	83	825	523	7643	908	485	833	589	870	537	3.76	3.52	0	0	
Informative A	ANCAT139	F	ANCAT139	11/16/2012	303440	slug-star.avi	127442	00:52.9		253		Fixation	83	825	523	7644	772	522	878	562	825	542	3.75	3.76	0	0	
Informative A	ANCAT139	F	ANCAT139	11/16/2012	303440	slug-star.avi	127458	00:52.9		253		Fixation	83	825	523	7645									4	4	
Informative A	ANCAT139	F	ANCAT139	11/16/2012	303440	slug-star.avi	127475	00:53.0		254		Fixation	133	932	542	7646									4	4	
Informative A	ANCAT139	F	ANCAT139	11/16/2012	303440	slug-star.avi	127492	00:53.0		254		Fixation	133	932	542	7647	734	473	812	541	773	507	3.73	3.77	0	0	
Informative A	ANCAT139	F	ANCAT139	11/16/2012	303440	slug-star.avi	127508	00:53.0		254		Fixation	133	932	542	7648									4	4	
Informative A	ANCAT139	F	ANCAT139	11/16/2012	303440	slug-star.avi	127525	00:53.0		254		Fixation	133	932	542	7649									4	4	
Informative A	ANCAT139	F	ANCAT139	11/16/2012	303440	slug-star.avi	127542	00:53.0		254		Fixation	133	932	542	7650	1087	603	1008	593	1047	598	3.73	3.54	0	0	
Informative A	ANCAT139	F	ANCAT139	11/16/2012	303440	slug-star.avi	127558	00:53.0		254		Fixation	133	932	542	7651	1078	523	1003	561	1040	542	3.77	3.67	0	0	
Informative A	ANCAT139	F	ANCAT139	11/16/2012	303440	slug-star.avi	127575	00:53.1		254		Fixation	133	932	542	7652	1028	540	1051	589	1039	564	3.83	3.8	0	0	
Informative A	ANCAT139	F	ANCAT139	11/16/2012	303440	slug-star.avi	127592	00:53.1		254		Fixation	133	932	542	7653									4	4	
Informative A	ANCAT139	F	ANCAT139	11/16/2012	303440	slug-star.avi	127608	00:53.1				Unclassified	133			7654									4	4	
Informative A	ANCAT139	F	ANCAT139	11/16/2012	303440	slug-star.avi	127625	00:53.1				Unclassified	133			7655									4	4	
Informative A	ANCAT139	F	ANCAT139	11/16/2012	303440	slug-star.avi	127642	00:53.1				Unclassified	133			7656									4	4	
Informative A	ANCAT139	F	ANCAT139	11/16/2012	303440	slug-star.avi	127658	00:53.1				Unclassified	133			7657									4	4	
Informative A	ANCAT139	F	ANCAT139	11/16/2012	303440	slug-star.avi	127675	00:53.2				Unclassified	133			7658									4	4	
Informative A	ANCAT139	F	ANCAT139	11/16/2012	303440	slug-star.avi	127692	00:53.2				Unclassified	133			7659									4	4	
Informative A	ANCAT139	F	ANCAT139	11/16/2012	303440	slug-star.avi	127708	00:53.2				Unclassified	133			7660									4	4	
Informative A	ANCAT139	F	ANCAT139	11/16/2012	303440	slug-star.avi	127725	00:53.2				Unclassified	133			7661	1041	547	1028	563	1034	555	3.85	3.6	0	0	
Informative A	ANCAT139	F	ANCAT139	11/16/2012	303440	slug-star.avi	127742	00:53.2		255		Fixation	50	1035	555	7662	1050	574	1045	562	1047	568	3.87	3.66	0	0	
Informative A	ANCAT139	F	ANCAT139	11/16/2012	303440	slug-star.avi	127758	00:53.2		255		Fixation	50	1035	555	7663	1045	553	926	500	985	526	3.81	3.56	0	0	
Informative A	ANCAT139	F	ANCAT139	11/16/2012	303440	slug-star.avi	127775	00:53.3		255		Fixation	50	1035	555	7664									4	4	
Informative A	ANCAT139	F	ANCAT139	11/16/2012	303440	slug-star.avi	127792	00:53.3				Unclassified	666			7665									4	4	
Informative A	ANCAT139	F	ANCAT139	11/16/2012	303440	slug-star.avi	127808	00:53.3				Unclassified	666			7666									4	4	
Informative A	ANCAT139	F	ANCAT139	11/16/2012	303440	slug-star.avi	127825	00:53.3				Unclassified	666			7667									4	4	
Informative A	ANCAT139	F	ANCAT139	11/16/2012	303440	slug-star.avi	127841	00:53.3				Unclassified	666			7668									4	4	
Informative A	ANCAT139	F	ANCAT139	11/16/2012	303440	slug-star.avi	127858	00:53.3				Unclassified	666			7669									4	4	
Informative A	ANCAT139	F	ANCAT139	11/16/2012	303440	slug-star.avi	127875	00:53.4				Unclassified	666			7670									4	4	
Informative A	ANCAT139	F	ANCAT139	11/16/2012	303440	slug-star.avi	127891	00:53.4				Unclassified	666			7671									4	4	
Informative A	ANCAT139	F	ANCAT139	11/16/2012	303440	slug-star.avi	127908	00:53.4				Unclassified	666			7672									4	4	
Informative A	ANCAT139	F	ANCAT139	11/16/2012	303440	slug-star.avi	127925	00:53.4				Unclassified	666			7673									4	4	
Informative A	ANCAT139	F	ANCAT139	11/16/2012	303440	slug-star.avi	127941	00:53.4				Unclassified	666			7674									4	4	
Informative A	ANCAT139	F	ANCAT139	11/16/2012	303440	slug-star.avi	127958	00:53.4				Unclassified	666			7675									4	4	
Informative A	ANCAT139	F	ANCAT139	11/16/2012	303440	slug-star.avi	127975	00:53.5				Unclassified	666			7676									4	4	
Informative A	ANCAT139	F	ANCAT139	11/16/2012	303440	slug-star.avi	127991	00:53.5				Unclassified	666			7677									4	4	
Informative A	ANCAT139	F	ANCAT139	11/16/2012	303440	slug-star.avi	128008	00:53.5				Unclassified	666			7678									4	4	
Informative A	ANCAT139	F	ANCAT139	11/16/2012	303440	slug-star.avi	128025	00:53.5				Unclassified	666			7679									4	4	
Informative A	ANCAT139	F	ANCAT139	11/16/2012	303440	slug-star.avi	128041	00:53.5				Unclassified	666			7680									4	4	
Informative A	ANCAT139	F	ANCAT139	11/16/2012	303440	slug-star.avi	128058	00:53.5				Unclassified	666			7681									4	4	
Informative A	ANCAT139	F	ANCAT139	11/16/2012	303440	slug-star.avi	128075	00:53.6				Unclassified	666			7682									4	4	
Informative A	ANCAT139	F	ANCAT139	11/16/2012	303440	slug-star.avi	128091	00:53.6				Unclassified	666			7683									4	4	
Informative A	ANCAT139	F	ANCAT139	11/16/2012	303440	slug-star.avi	128108	00:53.6				Unclassified	666			7684									4	4	
Informative A	ANCAT139	F	ANCAT139	11/16/2012	303440	slug-star.avi	128125	00:53.6				Unclassified	666			7685									4	4	
Informative A	ANCAT139	F	ANCAT139	11/16/2012	303440	slug-star.avi	128141	00:53.6				Unclassified	666			7686									4	4	
Informative A	ANCAT139	F	ANCAT139	11/16/2012	303440	slug-star.avi	128158	00:53.6				Unclassified	666			7687									4	4	
Informative A	ANCAT139	F	ANCAT139	11/16/2012	303440	slug-star.avi	128175	00:53.7				Unclassified	666			7688									4	4	
Informative A	ANCAT139	F	ANCAT139	11/16/2012	303440	slug-star.avi	128191	00:53.7				Unclassified	666			7689									4	4	
Informative A	ANCAT139	F	ANCAT139	11/16/2012	303440	slug-star.avi	128208	00:53.7				Unclassified	666			7690									4	4	
Informative A	ANCAT139	F	ANCAT139	11/16/2012	303440	slug-star.avi	128225	00:53.7				Unclassified	666			7691									4	4	
Informative A	ANCAT139	F	ANCAT139	11/16/2012	303440	slug-star.avi	128241	00:53.7				Unclassified	666			7692									4	4	
Informative A	ANCAT139	F	ANCAT139	11/16/2012	303440	slug-star.avi	128258	00:53.7				Unclassified	666			7693									4	4	
Informative A	ANCAT139	F	ANCAT139	11/16/2012	303440	slug-star.avi	128274	00:53.8				Unclassified	666			7694									4	4	
Informative A	ANCAT139	F	ANCAT139	11/16/2012	303440	slug-star.avi	128291	00:53.8				Unclassified	666			7695									4	4	
Informative A	ANCAT139	F	ANCAT139	11/16/2012	303440	slug-star.avi	128308	00:53.8				Unclassified	666			7696									4	4	
Informative A	ANCAT139	F	ANCAT139	11/16/2012	303440	slug-star.avi	128324	00:53.8				Unclassified	666			7697									4	4	
Informative A	ANCAT139	F	ANCAT139	11/16/2012	303440	slug-star.avi	128341	00:53.8				Unclassified	666			7698									4	4	
Informative A	ANCAT139	F	ANCAT139	11/16/2012	303440	slug-star.avi	128358	00:53.8				Unclassified	666			7699									4	4	
Informative A	ANCAT139	F	ANCAT139	11/16/2012	303440	slug-star.avi	128374	00:53.9				Unclassified	666			7700									4	4	
Informative A	ANCAT139	F	ANCAT139	11/16/2012	303440	slug-star.avi	128391	00:53.9				Unclassified	666			7701									4	4	
Informative A	ANCAT139	F	ANCAT139	11/16/2012	303440	slug-star.avi	128408	00:53.9				Unclassified	666			7702									4	4	
Informative A	ANCAT139	F	ANCAT139	11/16/2012	303440	slug-star.avi	128424	00:53.9				Unclassified	666			7703									4	4	
Informative A	ANCAT139	F	ANCAT139	11/16/2012	303440	slug-star.avi	128441	00:53.9				Unclassified	666			7704	1055	568	1065	579	1060	573	4.06	3.95	0	0	
Informative A	ANCAT139	F	ANCAT139	11/16/2012	303440	slug-star.avi	128458	00:53.9		256		Fixation	17	1060	574	7705									4	4	
Informative A	ANCAT139	F	ANCAT139	11/16/2012	303440	slug-star.avi	128474	00:54.0				Unclassified	133			7706									4	4	
Informative A	ANCAT139	F	ANCAT139	11/16/2012	303440	slug-star.avi	128491	00:54.0				Unclassified	133			7707									4	4	
Informative A	ANCAT139	F	ANCAT139	11/16/2012	303440	slug-star.avi	128508	00:54.0				Unclassified	133			7708									4	4	
Informative A	ANCAT139	F	ANCAT139	11/16/2012	303440	slug-star.avi	128524	00:54.0				Unclassified	133			7709									4	4	
Informative A	ANCAT139	F	ANCAT139	11/16/2012	303440	slug-star.avi	128541	00:54.0				Unclassified	133			7710									4	4	
Informative A	ANCAT139	F	ANCAT139	11/16/2012	303440	slug-star.avi	128558	00:54.0				Unclassified	133			7711									4	4	
Informative A	ANCAT139	F	ANCAT139	11/16/2012	303440	slug-star.avi	128574	00:54.1				Unclassified	133			7712									4	4	
Informative A	ANCAT139	F	ANCAT139	11/16/2012	303440	slug-star.avi	128591	00:54.1				Unclassified	133			7713	1081	578	1098	565	1089	571	3.79	3.83	0	0	
Informative A	ANCAT139	F	ANCAT139	11/16/2012	303440	slug-star.avi	128608	00:54.1		257		Fixation	67	1072	571	7714	1043	564	1095	559	1069	561	3.86	3.9	0	0	
Informative A	ANCAT139	F	ANCAT139	11/16/2012	303440	slug-star.avi	128624	00:54.1		257		Fixation	67	1072	571	7715	1091	565	1061	577	1076	571	3.89	3.62	0	0	
Informative A	ANCAT139	F	ANCAT139	11/16/2012	303440	slug-star.avi	128641	00:54.1		257		Fixation	67	1072	571	7716	1095	579	1031	585	1063	582	3.84	3.67	0	0	
Informative A	ANCAT139	F	ANCAT139	11/16/2012	303440	slug-star.avi	128658	00:54.1		257		Fixation	67	1072	571	7717									4	4	
Informative A	ANCAT139	F	ANCAT139	11/16/2012	303440	slug-star.avi	128674	00:54.2				Unclassified	366			7718									4	4	
Informative A	ANCAT139	F	ANCAT139	11/16/2012	303440	slug-star.avi	128691	00:54.2				Unclassified	366			7719									4	4	
Informative A	ANCAT139	F	ANCAT139	11/16/2012	303440	slug-star.avi	128708	00:54.2				Unclassified	366			7720									4	4	
Informative A	ANCAT139	F	ANCAT139	11/16/2012	303440	slug-star.avi	128724	00:54.2				Unclassified	366			7721									4	4	
Informative A	ANCAT139	F	ANCAT139	11/16/2012	303440	slug-star.avi	128741	00:54.2				Unclassified	366			7722									4	4	
Informative A	ANCAT139	F	ANCAT139	11/16/2012	303440	slug-star.avi	128757	00:54.2				Unclassified	366			7723									4	4	
Informative A	ANCAT139	F	ANCAT139	11/16/2012	303440	slug-star.avi	128774	00:54.3				Unclassified	366			7724									4	4	
Informative A	ANCAT139	F	ANCAT139	11/16/2012	303440	slug-star.avi	128791	00:54.3				Unclassified	366			7725									4	4	
Informative A	ANCAT139	F	ANCAT139	11/16/2012	303440	slug-star.avi	128807	00:54.3				Unclassified	366			7726									4	4	
Informative A	ANCAT139	F	ANCAT139	11/16/2012	303440	slug-star.avi	128824	00:54.3				Unclassified	366			7727									4	4	
Informative A	ANCAT139	F	ANCAT139	11/16/2012	303440	slug-star.avi	128841	00:54.3				Unclassified	366			7728									4	4	
Informative A	ANCAT139	F	ANCAT139	11/16/2012	303440	slug-star.avi	128857	00:54.3				Unclassified	366			7729									4	4	
Informative A	ANCAT139	F	ANCAT139	11/16/2012	303440	slug-star.avi	128874	00:54.4				Unclassified	366			7730									4	4	
Informative A	ANCAT139	F	ANCAT139	11/16/2012	303440	slug-star.avi	128891	00:54.4				Unclassified	366			7731									4	4	
Informative A	ANCAT139	F	ANCAT139	11/16/2012	303440	slug-star.avi	128907	00:54.4				Unclassified	366			7732									4	4	
Informative A	ANCAT139	F	ANCAT139	11/16/2012	303440	slug-star.avi	128924	00:54.4				Unclassified	366			7733									4	4	
Informative A	ANCAT139	F	ANCAT139	11/16/2012	303440	slug-star.avi	128941	00:54.4				Unclassified	366			7734									4	4	
Informative A	ANCAT139	F	ANCAT139	11/16/2012	303440	slug-star.avi	128957	00:54.4				Unclassified	366			7735									4	4	
Informative A	ANCAT139	F	ANCAT139	11/16/2012	303440	slug-star.avi	128974	00:54.5				Unclassified	366			7736									4	4	
Informative A	ANCAT139	F	ANCAT139	11/16/2012	303440	slug-star.avi	128991	00:54.5				Unclassified	366			7737									4	4	
Informative A	ANCAT139	F	ANCAT139	11/16/2012	303440	slug-star.avi	129007	00:54.5				Unclassified	366			7738									4	4	
Informative A	ANCAT139	F	ANCAT139	11/16/2012	303440	slug-star.avi	129024	00:54.5				Unclassified	366			7739	1329	447	1297	480	1313	463	3.34	3.16	0	0	
Informative A	ANCAT139	F	ANCAT139	11/16/2012	303440	slug-star.avi	129041	00:54.5		258		Fixation	616	1322	487	7740	1337	479	1315	507	1326	493	3.33	3.07	0	0	
Informative A	ANCAT139	F	ANCAT139	11/16/2012	303440	slug-star.avi	129057	00:54.5		258		Fixation	616	1322	487	7741	1321	631	1323	472	1322	551	3.45	3.29	0	0	
Informative A	ANCAT139	F	ANCAT139	11/16/2012	303440	slug-star.avi	129074	00:54.6		258		Fixation	616	1322	487	7742			1347	584	1347	584		3.1	4	0	
Informative A	ANCAT139	F	ANCAT139	11/16/2012	303440	slug-star.avi	129091	00:54.6		258		Fixation	616	1322	487	7743	1291	445	1306	542	1298	493	3.25	3.21	0	0	
Informative A	ANCAT139	F	ANCAT139	11/16/2012	303440	slug-star.avi	129107	00:54.6		258		Fixation	616	1322	487	7744	1265	381	1373	489	1319	435	3.29	3.02	0	0	
Informative A	ANCAT139	F	ANCAT139	11/16/2012	303440	slug-star.avi	129124	00:54.6		258		Fixation	616	1322	487	7745	1317	460	1338	514	1327	487	3.37	3.36	0	0	
Informative A	ANCAT139	F	ANCAT139	11/16/2012	303440	slug-star.avi	129140	00:54.6		258		Fixation	616	1322	487	7746									4	4	
Informative A	ANCAT139	F	ANCAT139	11/16/2012	303440	slug-star.avi	129157	00:54.6		258		Fixation	616	1322	487	7747									4	4	
Informative A	ANCAT139	F	ANCAT139	11/16/2012	303440	slug-star.avi	129174	00:54.7		258		Fixation	616	1322	487	7748	1353	459	1356	495	1354	477	3.28	3.29	0	0	
Informative A	ANCAT139	F	ANCAT139	11/16/2012	303440	slug-star.avi	129190	00:54.7		258		Fixation	616	1322	487	7749	1332	539	1310	537	1321	538	3.34	3.3	0	0	
Informative A	ANCAT139	F	ANCAT139	11/16/2012	303440	slug-star.avi	129195	00:54.7	MovieEnd	258		Fixation	616	1322	487												
Informative A	ANCAT139	F	ANCAT139	11/16/2012	303440		129207	00:54.7		258		Fixation	616			7750	1336	420	1327	476	1331	448	3.38	3.33	0	0	
Informative A	ANCAT139	F	ANCAT139	11/16/2012	303440		129224	00:54.7		258		Fixation	616			7751	1312	412	1337	455	1324	433	3.25	3.19	0	0	
Informative A	ANCAT139	F	ANCAT139	11/16/2012	303440		129240	00:54.7		258		Fixation	616			7752	1316	410	1353	490	1334	450	3.38	3.25	0	0	
Informative A	ANCAT139	F	ANCAT139	11/16/2012	303440		129257	00:54.7		258		Fixation	616			7753	1297	568	1347	486	1322	527	3.55	3.12	0	0	
Informative A	ANCAT139	F	ANCAT139	11/16/2012	303440		129274	00:54.8		258		Fixation	616			7754	1293	457	1355	488	1324	472	3.25	3.08	0	0	
Informative A	ANCAT139	F	ANCAT139	11/16/2012	303440		129290	00:54.8		258		Fixation	616			7755			1354	479	1354	479		3.16	4	0	
Informative A	ANCAT139	F	ANCAT139	11/16/2012	303440		129307	00:54.8		258		Fixation	616			7756	1322	447	1349	609	1335	528	3.32	3.38	0	0	
Informative A	ANCAT139	F	ANCAT139	11/16/2012	303440		129324	00:54.8		258		Fixation	616			7757	1363	517	1260	513	1311	515	3.41	3.12	0	0	
Informative A	ANCAT139	F	ANCAT139	11/16/2012	303440		129340	00:54.8		258		Fixation	616			7758	1345	479	1351	470	1348	474	3.43	3.33	0	0	
Informative A	ANCAT139	F	ANCAT139	11/16/2012	303440		129357	00:54.8		258		Fixation	616			7759	1267	422	1244	532	1255	477	3.39	3.24	0	0	
Informative A	ANCAT139	F	ANCAT139	11/16/2012	303440		129374	00:54.9		258		Fixation	616			7760	1300	510	1305	544	1302	527	3.35	3.34	0	0	
Informative A	ANCAT139	F	ANCAT139	11/16/2012	303440		129390	00:54.9		258		Fixation	616			7761	1265	341	1333	548	1299	444	3.34	3.51	0	0	
Informative A	ANCAT139	F	ANCAT139	11/16/2012	303440		129407	00:54.9		258		Fixation	616			7762	1296	499	1322	473	1309	486	3.35	3.32	0	0	
Informative A	ANCAT139	F	ANCAT139	11/16/2012	303440		129424	00:54.9		258		Fixation	616			7763	1310	440	1343	549	1326	494	3.27	3.34	0	0	
Informative A	ANCAT139	F	ANCAT139	11/16/2012	303440		129440	00:54.9		258		Fixation	616			7764	1357	536	1290	393	1323	464	3.33	3.23	0	0	
Informative A	ANCAT139	F	ANCAT139	11/16/2012	303440		129457	00:54.9		258		Fixation	616			7765	1267	467	1322	530	1294	498	3.45	3.36	0	0	
Informative A	ANCAT139	F	ANCAT139	11/16/2012	303440		129474	00:55.0		258		Fixation	616			7766	1322	474	1283	545	1302	509	3.39	3.31	0	0	
Informative A	ANCAT139	F	ANCAT139	11/16/2012	303440		129490	00:55.0		258		Fixation	616			7767	1293	520	1298	512	1295	516	3.46	3.31	0	0	
Informative A	ANCAT139	F	ANCAT139	11/16/2012	303440		129507	00:55.0		258		Fixation	616			7768	1311	449	1275	489	1293	469	3.41	3.28	0	0	
Informative A	ANCAT139	F	ANCAT139	11/16/2012	303440		129524	00:55.0		258		Fixation	616			7769	1394	504	1320	486	1357	495	3.57	3.35	0	0	
Informative A	ANCAT139	F	ANCAT139	11/16/2012	303440		129540	00:55.0		258		Fixation	616			7770	1303	451	1307	514	1305	482	3.46	3.43	0	0	
Informative A	ANCAT139	F	ANCAT139	11/16/2012	303440		129557	00:55.0		258		Fixation	616			7771	1338	475			1338	475	3.55		0	4	
Informative A	ANCAT139	F	ANCAT139	11/16/2012	303440		129574	00:55.1		258		Fixation	616			7772	1317	456	1318	504	1317	480	3.49	3.35	0	0	
Informative A	ANCAT139	F	ANCAT139	11/16/2012	303440		129590	00:55.1		258		Fixation	616			7773	1278	481	1338	560	1308	520	3.52	3.54	0	0	
Informative A	ANCAT139	F	ANCAT139	11/16/2012	303440		129607	00:55.1		258		Fixation	616			7774	1303	471	1305	490	1304	480	3.59	3.36	0	0	
Informative A	ANCAT139	F	ANCAT139	11/16/2012	303440		129624	00:55.1		258		Fixation	616			7775	1337	509	1289	522	1313	515	3.62	3.45	0	0	
