StudioTestName	ParticipantName	[Gender]Value	RecordingName	RecordingDate	RecordingDuration	MediaName	RecordingTimestamp	LocalTimeStamp	StudioEvent	FixationIndex	SaccadeIndex	GazeEventType	GazeEventDuration	FixationPointX (MCSpx)	FixationPointY (MCSpx)	GazePointIndex	GazePointLeftX (ADCSpx)	GazePointLeftY (ADCSpx)	GazePointRightX (ADCSpx)	GazePointRightY (ADCSpx)	GazePointX (ADCSpx)	GazePointY (ADCSpx)	PupilLeft	PupilRight	ValidityLeft	ValidityRight	X
Informative A	ANCAT139	F	ANCAT139	11/16/2012	303440		151	58:45.6				Unclassified	33			1									4	4	
Informative A	ANCAT139	F	ANCAT139	11/16/2012	303440		168	58:45.7				Unclassified	33			2									4	4	
Informative A	ANCAT139	F	ANCAT139	11/16/2012	303440		185	58:45.7				Unclassified	33			3	974	527			974	527	3.66		0	4	
Informative A	ANCAT139	F	ANCAT139	11/16/2012	303440		201	58:45.7		1		Fixation	333			4	1283	588	965	586	1124	587	3.65	3.66	1	3	
Informative A	ANCAT139	F	ANCAT139	11/16/2012	303440		218	58:45.7		1		Fixation	333			5	967	649			967	649	3.43		0	4	
Informative A	ANCAT139	F	ANCAT139	11/16/2012	303440		235	58:45.7		1		Fixation	333			6	969	489			969	489	3.67		0	4	
Informative A	ANCAT139	F	ANCAT139	11/16/2012	303440		251	58:45.7		1		Fixation	333			7	971	584	968	579	969	581	3.53	3.46	0	0	
Informative A	ANCAT139	F	ANCAT139	11/16/2012	303440		268	58:45.8		1		Fixation	333			8	980	575	1026	463	1003	519	3.53	3.75	0	0	
Informative A	ANCAT139	F	ANCAT139	11/16/2012	303440		285	58:45.8		1		Fixation	333			9	982	529	1023	427	1002	478	3.56	3.78	0	0	
Informative A	ANCAT139	F	ANCAT139	11/16/2012	303440		301	58:45.8		1		Fixation	333			10	991	528			991	528	3.56		0	4	
Informative A	ANCAT139	F	ANCAT139	11/16/2012	303440		318	58:45.8		1		Fixation	333			11	961	621			961	621	3.4		0	4	
Informative A	ANCAT139	F	ANCAT139	11/16/2012	303440		335	58:45.8		1		Fixation	333			12	967	535	951	623	959	579	3.56	3.32	0	0	
Informative A	ANCAT139	F	ANCAT139	11/16/2012	303440		351	58:45.8		1		Fixation	333			13	980	499	949	599	964	549	3.63	3.4	0	0	
Informative A	ANCAT139	F	ANCAT139	11/16/2012	303440		368	58:45.9		1		Fixation	333			14	982	569			982	569	3.49		0	4	
Informative A	ANCAT139	F	ANCAT139	11/16/2012	303440		385	58:45.9		1		Fixation	333			15	963	605	985	546	974	575	3.42	3.48	0	0	
Informative A	ANCAT139	F	ANCAT139	11/16/2012	303440		401	58:45.9		1		Fixation	333			16	974	568	1003	527	988	547	3.44	3.45	0	0	
Informative A	ANCAT139	F	ANCAT139	11/16/2012	303440		418	58:45.9		1		Fixation	333			17	980	558			980	558	3.48		0	4	
Informative A	ANCAT139	F	ANCAT139	11/16/2012	303440		435	58:45.9		1		Fixation	333			18	975	518	982	563	978	540	3.53	3.38	0	0	
Informative A	ANCAT139	F	ANCAT139	11/16/2012	303440		451	58:45.9		1		Fixation	333			19	978	597	977	556	977	576	3.46	3.34	0	0	
Informative A	ANCAT139	F	ANCAT139	11/16/2012	303440		468	58:46.0		1		Fixation	333			20	976	594			976	594	3.41		0	4	
Informative A	ANCAT139	F	ANCAT139	11/16/2012	303440		484	58:46.0		1		Fixation	333			21	982	480			982	480	3.6		0	4	
Informative A	ANCAT139	F	ANCAT139	11/16/2012	303440		501	58:46.0		1		Fixation	333			22	978	527	1008	499	993	513	3.49	3.5	0	0	
Informative A	ANCAT139	F	ANCAT139	11/16/2012	303440		518	58:46.0		1		Fixation	333			23	955	597			955	597	3.38		0	4	
Informative A	ANCAT139	F	ANCAT139	11/16/2012	303440		534	58:46.0		2		Fixation	366			24	918	638			918	638	3.25		0	4	
Informative A	ANCAT139	F	ANCAT139	11/16/2012	303440		551	58:46.0		2		Fixation	366			25	980	602	1022	466	1001	534	3.37	3.51	0	0	
Informative A	ANCAT139	F	ANCAT139	11/16/2012	303440		568	58:46.1		2		Fixation	366			26	977	598			977	598	3.33		0	4	
Informative A	ANCAT139	F	ANCAT139	11/16/2012	303440		584	58:46.1		2		Fixation	366			27	983	627	956	611	969	619	3.32	3.19	0	0	
Informative A	ANCAT139	F	ANCAT139	11/16/2012	303440		601	58:46.1		2		Fixation	366			28	915	678	958	618	936	648	3.2	3.06	0	0	
Informative A	ANCAT139	F	ANCAT139	11/16/2012	303440		618	58:46.1		2		Fixation	366			29	991	571			991	571	3.39		0	4	
Informative A	ANCAT139	F	ANCAT139	11/16/2012	303440		634	58:46.1		2		Fixation	366			30									4	4	
Informative A	ANCAT139	F	ANCAT139	11/16/2012	303440		651	58:46.1		2		Fixation	366			31	981	586			981	586	3.41		0	4	
Informative A	ANCAT139	F	ANCAT139	11/16/2012	303440		668	58:46.2		2		Fixation	366			32	1001	557			1001	557	3.47		0	4	
Informative A	ANCAT139	F	ANCAT139	11/16/2012	303440		684	58:46.2		2		Fixation	366			33	999	609			999	609	3.28		0	4	
Informative A	ANCAT139	F	ANCAT139	11/16/2012	303440		701	58:46.2		2		Fixation	366			34	1005	593			1005	593	3.32		0	4	
Informative A	ANCAT139	F	ANCAT139	11/16/2012	303440		718	58:46.2		2		Fixation	366			35	990	605			990	605	3.32		0	4	
Informative A	ANCAT139	F	ANCAT139	11/16/2012	303440		734	58:46.2		2		Fixation	366			36			970	623	970	623		3.08	4	0	
Informative A	ANCAT139	F	ANCAT139	11/16/2012	303440		751	58:46.2		2		Fixation	366			37	994	596	946	633	970	614	3.27	3.06	0	0	
Informative A	ANCAT139	F	ANCAT139	11/16/2012	303440		768	58:46.3		2		Fixation	366			38	1029	523			1029	523	3.51		0	4	
Informative A	ANCAT139	F	ANCAT139	11/16/2012	303440		784	58:46.3		2		Fixation	366			39	1000	617	1017	481	1008	549	3.28	3.56	0	0	
Informative A	ANCAT139	F	ANCAT139	11/16/2012	303440		801	58:46.3		2		Fixation	366			40	996	608	1055	396	1025	502	3.34	3.61	0	0	
Informative A	ANCAT139	F	ANCAT139	11/16/2012	303440		818	58:46.3		2		Fixation	366			41	1015	519	957	634	986	576	3.45	3.07	0	0	
Informative A	ANCAT139	F	ANCAT139	11/16/2012	303440		834	58:46.3		2		Fixation	366			42	1007	528			1007	528	3.4		0	4	
Informative A	ANCAT139	F	ANCAT139	11/16/2012	303440		851	58:46.3		2		Fixation	366			43	1039	593			1039	593	3.36		0	4	
Informative A	ANCAT139	F	ANCAT139	11/16/2012	303440		868	58:46.4		2		Fixation	366			44	1336	813			1336	813	3.51		0	4	
Informative A	ANCAT139	F	ANCAT139	11/16/2012	303440		884	58:46.4		2		Fixation	366			45									4	4	
Informative A	ANCAT139	F	ANCAT139	11/16/2012	303440		901	58:46.4		3		Fixation	167			46									4	4	
Informative A	ANCAT139	F	ANCAT139	11/16/2012	303440		918	58:46.4		3		Fixation	167			47	1684	1458			1684	1458	3.12		0	4	
Informative A	ANCAT139	F	ANCAT139	11/16/2012	303440		934	58:46.4		3		Fixation	167			48									4	4	
Informative A	ANCAT139	F	ANCAT139	11/16/2012	303440		951	58:46.4		3		Fixation	167			49									4	4	
Informative A	ANCAT139	F	ANCAT139	11/16/2012	303440		968	58:46.5		3		Fixation	167			50									4	4	
Informative A	ANCAT139	F	ANCAT139	11/16/2012	303440		984	58:46.5		3		Fixation	167			51									4	4	
Informative A	ANCAT139	F	ANCAT139	11/16/2012	303440		1001	58:46.5		3		Fixation	167			52	1619	1483			1619	1483	3.05		0	4	
Informative A	ANCAT139	F	ANCAT139	11/16/2012	303440		1017	58:46.5		3		Fixation	167			53									4	4	
Informative A	ANCAT139	F	ANCAT139	11/16/2012	303440		1034	58:46.5		3		Fixation	167			54	1679	1461			1679	1461	3.14		0	4	
Informative A	ANCAT139	F	ANCAT139	11/16/2012	303440		1051	58:46.5		3		Fixation	167			55									4	4	
Informative A	ANCAT139	F	ANCAT139	11/16/2012	303440		1067	58:46.6		4		Fixation	200			56			1481	1439	1481	1439		2.84	4	0	
Informative A	ANCAT139	F	ANCAT139	11/16/2012	303440		1084	58:46.6		4		Fixation	200			57									4	4	
Informative A	ANCAT139	F	ANCAT139	11/16/2012	303440		1101	58:46.6		4		Fixation	200			58	1652	1427	1557	1427	1604	1427	3.4	2.99	0	0	
Informative A	ANCAT139	F	ANCAT139	11/16/2012	303440		1117	58:46.6		4		Fixation	200			59			1522	1426	1522	1426		2.85	4	0	
Informative A	ANCAT139	F	ANCAT139	11/16/2012	303440		1134	58:46.6		4		Fixation	200			60	1635	1451			1635	1451	3.1		0	4	
Informative A	ANCAT139	F	ANCAT139	11/16/2012	303440		1151	58:46.6		4		Fixation	200			61									4	4	
Informative A	ANCAT139	F	ANCAT139	11/16/2012	303440		1167	58:46.7		4		Fixation	200			62	1676	1470	1528	1428	1602	1449	3.19	2.78	0	0	
Informative A	ANCAT139	F	ANCAT139	11/16/2012	303440		1184	58:46.7		4		Fixation	200			63	1576	1434	1498	1426	1537	1430	3	2.75	0	0	
Informative A	ANCAT139	F	ANCAT139	11/16/2012	303440		1201	58:46.7		4		Fixation	200			64	1657	1473	1526	1407	1591	1440	3.07	2.78	0	0	
Informative A	ANCAT139	F	ANCAT139	11/16/2012	303440		1217	58:46.7		4		Fixation	200			65									4	4	
Informative A	ANCAT139	F	ANCAT139	11/16/2012	303440		1234	58:46.7		4		Fixation	200			66	1604	1495	1477	1417	1540	1456	2.96	2.67	0	0	
Informative A	ANCAT139	F	ANCAT139	11/16/2012	303440		1251	58:46.7		4		Fixation	200			67	1628	1448			1628	1448	2.95		0	4	
Informative A	ANCAT139	F	ANCAT139	11/16/2012	303440		1267	58:46.8		5		Fixation	133			68	1649	1465			1649	1465	2.94		0	4	
Informative A	ANCAT139	F	ANCAT139	11/16/2012	303440		1284	58:46.8		5		Fixation	133			69	1630	1462			1630	1462	2.95		0	4	
Informative A	ANCAT139	F	ANCAT139	11/16/2012	303440		1301	58:46.8		5		Fixation	133			70									4	4	
Informative A	ANCAT139	F	ANCAT139	11/16/2012	303440		1317	58:46.8		5		Fixation	133			71	1603	1466	1522	1407	1562	1436	2.89	2.69	0	0	
Informative A	ANCAT139	F	ANCAT139	11/16/2012	303440		1334	58:46.8		5		Fixation	133			72	1600	1445			1600	1445	2.88		0	4	
Informative A	ANCAT139	F	ANCAT139	11/16/2012	303440		1350	58:46.8		5		Fixation	133			73	1675	1445			1675	1445	3.04		0	4	
Informative A	ANCAT139	F	ANCAT139	11/16/2012	303440	baby_xvid.avi	1366	58:46.9	MovieStart	5		Fixation	133														
Informative A	ANCAT139	F	ANCAT139	11/16/2012	303440	baby_xvid.avi	1367	58:46.9		5		Fixation	133			74	1529	1197			1529	1197	3.24		0	4	
Informative A	ANCAT139	F	ANCAT139	11/16/2012	303440	baby_xvid.avi	1384	58:46.9		5		Fixation	133			75	1466	882			1466	882	3.54		0	4	
Informative A	ANCAT139	F	ANCAT139	11/16/2012	303440	baby_xvid.avi	1400	58:46.9		6		Fixation	316	1206	663	76	1088	802	1182	728	1135	765	3.07	2.81	0	0	
Informative A	ANCAT139	F	ANCAT139	11/16/2012	303440	baby_xvid.avi	1417	58:46.9		6		Fixation	316	1206	663	77	1080	744	1153	660	1116	702	3.08	2.83	0	0	
Informative A	ANCAT139	F	ANCAT139	11/16/2012	303440	baby_xvid.avi	1434	58:46.9		6		Fixation	316	1206	663	78	1071	758	1236	547	1153	652	3.14	3.14	0	0	
Informative A	ANCAT139	F	ANCAT139	11/16/2012	303440	baby_xvid.avi	1450	58:46.9		6		Fixation	316	1206	663	79									4	4	
Informative A	ANCAT139	F	ANCAT139	11/16/2012	303440	baby_xvid.avi	1467	58:47.0		6		Fixation	316	1206	663	80									4	4	
Informative A	ANCAT139	F	ANCAT139	11/16/2012	303440	baby_xvid.avi	1484	58:47.0		6		Fixation	316	1206	663	81	1222	657	1157	643	1189	650	3.42	2.97	0	0	
Informative A	ANCAT139	F	ANCAT139	11/16/2012	303440	baby_xvid.avi	1500	58:47.0		6		Fixation	316	1206	663	82	1246	666	1167	601	1206	633	3.18	3.02	0	0	
Informative A	ANCAT139	F	ANCAT139	11/16/2012	303440	baby_xvid.avi	1517	58:47.0		6		Fixation	316	1206	663	83									4	4	
Informative A	ANCAT139	F	ANCAT139	11/16/2012	303440	baby_xvid.avi	1534	58:47.0		6		Fixation	316	1206	663	84									4	4	
Informative A	ANCAT139	F	ANCAT139	11/16/2012	303440	baby_xvid.avi	1550	58:47.0		6		Fixation	316	1206	663	85	1282	666	1154	656	1218	661	3.22	3.11	0	0	
Informative A	ANCAT139	F	ANCAT139	11/16/2012	303440	baby_xvid.avi	1567	58:47.1		6		Fixation	316	1206	663	86	1282	669	1145	661	1213	665	3.25	3.08	0	0	
Informative A	ANCAT139	F	ANCAT139	11/16/2012	303440	baby_xvid.avi	1584	58:47.1		6		Fixation	316	1206	663	87	1282	658	1144	657	1213	657	3.24	3.05	0	0	
Informative A	ANCAT139	F	ANCAT139	11/16/2012	303440	baby_xvid.avi	1600	58:47.1		6		Fixation	316	1206	663	88	1283	675	1165	667	1224	671	3.28	3.11	0	0	
Informative A	ANCAT139	F	ANCAT139	11/16/2012	303440	baby_xvid.avi	1617	58:47.1		6		Fixation	316	1206	663	89	1269	665			1269	665	3.33		0	4	
Informative A	ANCAT139	F	ANCAT139	11/16/2012	303440	baby_xvid.avi	1634	58:47.1		6		Fixation	316	1206	663	90	1271	671	1159	671	1215	671	3.36	3.17	0	0	
Informative A	ANCAT139	F	ANCAT139	11/16/2012	303440	baby_xvid.avi	1650	58:47.1		6		Fixation	316	1206	663	91	1274	643	1144	717	1209	680	3.34	3.09	0	0	
Informative A	ANCAT139	F	ANCAT139	11/16/2012	303440	baby_xvid.avi	1667	58:47.2		6		Fixation	316	1206	663	92	1249	656	1139	709	1194	682	3.37	3.16	0	0	
Informative A	ANCAT139	F	ANCAT139	11/16/2012	303440	baby_xvid.avi	1684	58:47.2		6		Fixation	316	1206	663	93	1262	648	1127	641	1194	644	3.4	3.24	0	0	
Informative A	ANCAT139	F	ANCAT139	11/16/2012	303440	baby_xvid.avi	1700	58:47.2		6		Fixation	316	1206	663	94	1169	601	1019	636	1094	618	3.39	3.17	0	0	
Informative A	ANCAT139	F	ANCAT139	11/16/2012	303440	baby_xvid.avi	1717	58:47.2		7		Fixation	466	1017	552	95	1039	556	1003	567	1021	561	3.51	3.27	0	0	
Informative A	ANCAT139	F	ANCAT139	11/16/2012	303440	baby_xvid.avi	1734	58:47.2		7		Fixation	466	1017	552	96	1047	517	1019	555	1033	536	3.61	3.37	0	0	
Informative A	ANCAT139	F	ANCAT139	11/16/2012	303440	baby_xvid.avi	1750	58:47.2		7		Fixation	466	1017	552	97									4	4	
Informative A	ANCAT139	F	ANCAT139	11/16/2012	303440	baby_xvid.avi	1767	58:47.3		7		Fixation	466	1017	552	98									4	4	
Informative A	ANCAT139	F	ANCAT139	11/16/2012	303440	baby_xvid.avi	1784	58:47.3		7		Fixation	466	1017	552	99									4	4	
Informative A	ANCAT139	F	ANCAT139	11/16/2012	303440	baby_xvid.avi	1800	58:47.3		7		Fixation	466	1017	552	100			1005	567	1005	567		3.33	4	0	
Informative A	ANCAT139	F	ANCAT139	11/16/2012	303440	baby_xvid.avi	1817	58:47.3		7		Fixation	466	1017	552	101	1039	458	1000	593	1019	525	3.73	3.29	0	0	
Informative A	ANCAT139	F	ANCAT139	11/16/2012	303440	baby_xvid.avi	1833	58:47.3		7		Fixation	466	1017	552	102	1039	458	1015	579	1027	518	3.73	3.34	0	0	
Informative A	ANCAT139	F	ANCAT139	11/16/2012	303440	baby_xvid.avi	1850	58:47.3		7		Fixation	466	1017	552	103	1033	534	1000	578	1016	556	3.79	3.32	0	0	
Informative A	ANCAT139	F	ANCAT139	11/16/2012	303440	baby_xvid.avi	1867	58:47.4		7		Fixation	466	1017	552	104	1024	544	1011	559	1017	551	3.68	3.37	0	0	
Informative A	ANCAT139	F	ANCAT139	11/16/2012	303440	baby_xvid.avi	1883	58:47.4		7		Fixation	466	1017	552	105	1021	562			1021	562	3.63		0	4	
Informative A	ANCAT139	F	ANCAT139	11/16/2012	303440	baby_xvid.avi	1900	58:47.4		7		Fixation	466	1017	552	106	1035	459	1011	559	1023	509	3.76	3.35	0	0	
Informative A	ANCAT139	F	ANCAT139	11/16/2012	303440	baby_xvid.avi	1917	58:47.4		7		Fixation	466	1017	552	107			995	569	995	569		3.34	4	0	
Informative A	ANCAT139	F	ANCAT139	11/16/2012	303440	baby_xvid.avi	1933	58:47.4		7		Fixation	466	1017	552	108	1039	537	988	622	1013	579	3.69	3.3	0	0	
Informative A	ANCAT139	F	ANCAT139	11/16/2012	303440	baby_xvid.avi	1950	58:47.4		7		Fixation	466	1017	552	109	1032	570	1010	579	1021	574	3.7	3.42	0	0	
Informative A	ANCAT139	F	ANCAT139	11/16/2012	303440	baby_xvid.avi	1967	58:47.5		7		Fixation	466	1017	552	110	1034	528	1000	626	1017	577	3.84	3.35	0	0	
Informative A	ANCAT139	F	ANCAT139	11/16/2012	303440	baby_xvid.avi	1983	58:47.5		7		Fixation	466	1017	552	111	1012	541			1012	541	3.66		0	4	
Informative A	ANCAT139	F	ANCAT139	11/16/2012	303440	baby_xvid.avi	2000	58:47.5		7		Fixation	466	1017	552	112	1028	522	1010	536	1019	529	3.69	3.41	0	0	
Informative A	ANCAT139	F	ANCAT139	11/16/2012	303440	baby_xvid.avi	2017	58:47.5		7		Fixation	466	1017	552	113	1122	540	1009	507	1065	523	3.63	3.47	0	0	
Informative A	ANCAT139	F	ANCAT139	11/16/2012	303440	baby_xvid.avi	2033	58:47.5		7		Fixation	466	1017	552	114	1009	595	1009	507	1009	551	3.6	3.47	0	0	
Informative A	ANCAT139	F	ANCAT139	11/16/2012	303440	baby_xvid.avi	2050	58:47.5		7		Fixation	466	1017	552	115	1011	591			1011	591	3.62		0	4	
Informative A	ANCAT139	F	ANCAT139	11/16/2012	303440	baby_xvid.avi	2067	58:47.6		7		Fixation	466	1017	552	116	1016	493	988	587	1002	540	3.8	3.37	0	0	
Informative A	ANCAT139	F	ANCAT139	11/16/2012	303440	baby_xvid.avi	2083	58:47.6		7		Fixation	466	1017	552	117	1016	468	992	591	1004	529	3.75	3.35	0	0	
Informative A	ANCAT139	F	ANCAT139	11/16/2012	303440	baby_xvid.avi	2100	58:47.6		7		Fixation	466	1017	552	118	1020	573	995	557	1007	565	3.7	3.4	0	0	
Informative A	ANCAT139	F	ANCAT139	11/16/2012	303440	baby_xvid.avi	2117	58:47.6		7		Fixation	466	1017	552	119	1016	502	1007	555	1011	528	3.87	3.45	0	0	
Informative A	ANCAT139	F	ANCAT139	11/16/2012	303440	baby_xvid.avi	2133	58:47.6		7		Fixation	466	1017	552	120	1013	582	991	590	1002	586	3.68	3.36	0	0	
Informative A	ANCAT139	F	ANCAT139	11/16/2012	303440	baby_xvid.avi	2150	58:47.6		7		Fixation	466	1017	552	121	1019	508			1019	508	3.81		0	4	
Informative A	ANCAT139	F	ANCAT139	11/16/2012	303440	baby_xvid.avi	2167	58:47.7		7		Fixation	466	1017	552	122	1004	547	987	582	995	564	3.72	3.36	0	0	
Informative A	ANCAT139	F	ANCAT139	11/16/2012	303440	baby_xvid.avi	2183	58:47.7		8		Fixation	167	1000	586	123	1015	559	993	595	1004	577	3.71	3.42	0	0	
Informative A	ANCAT139	F	ANCAT139	11/16/2012	303440	baby_xvid.avi	2200	58:47.7		8		Fixation	167	1000	586	124	1012	549			1012	549	3.71		0	4	
Informative A	ANCAT139	F	ANCAT139	11/16/2012	303440	baby_xvid.avi	2217	58:47.7		8		Fixation	167	1000	586	125			998	590	998	590		3.38	4	0	
Informative A	ANCAT139	F	ANCAT139	11/16/2012	303440	baby_xvid.avi	2233	58:47.7		8		Fixation	167	1000	586	126	1002	587	979	646	990	616	3.65	3.28	0	0	
Informative A	ANCAT139	F	ANCAT139	11/16/2012	303440	baby_xvid.avi	2250	58:47.7		8		Fixation	167	1000	586	127	1000	545	988	645	994	595	3.71	3.33	0	0	
Informative A	ANCAT139	F	ANCAT139	11/16/2012	303440	baby_xvid.avi	2267	58:47.8		8		Fixation	167	1000	586	128	1008	523	1007	559	1007	541	3.78	3.41	0	0	
Informative A	ANCAT139	F	ANCAT139	11/16/2012	303440	baby_xvid.avi	2283	58:47.8		8		Fixation	167	1000	586	129	1001	580	998	606	999	593	3.65	3.44	0	0	
Informative A	ANCAT139	F	ANCAT139	11/16/2012	303440	baby_xvid.avi	2300	58:47.8		8		Fixation	167	1000	586	130	995	544	983	597	989	570	3.71	3.34	0	0	
Informative A	ANCAT139	F	ANCAT139	11/16/2012	303440	baby_xvid.avi	2317	58:47.8		8		Fixation	167	1000	586	131	1010	544	992	628	1001	586	3.73	3.33	0	0	
Informative A	ANCAT139	F	ANCAT139	11/16/2012	303440	baby_xvid.avi	2333	58:47.8		8		Fixation	167	1000	586	132	1096	588	988	614	1042	601	3.66	3.33	0	0	
Informative A	ANCAT139	F	ANCAT139	11/16/2012	303440	baby_xvid.avi	2350	58:47.8		9		Fixation	216	1022	545	133	982	420			982	420	4.17		0	4	
Informative A	ANCAT139	F	ANCAT139	11/16/2012	303440	baby_xvid.avi	2366	58:47.9		9		Fixation	216	1022	545	134	1048	646			1048	646	3.65		0	4	
Informative A	ANCAT139	F	ANCAT139	11/16/2012	303440	baby_xvid.avi	2383	58:47.9		9		Fixation	216	1022	545	135	1013	544			1013	544	3.7		0	4	
Informative A	ANCAT139	F	ANCAT139	11/16/2012	303440	baby_xvid.avi	2400	58:47.9		9		Fixation	216	1022	545	136	1086	580			1086	580	3.65		0	4	
Informative A	ANCAT139	F	ANCAT139	11/16/2012	303440	baby_xvid.avi	2416	58:47.9		9		Fixation	216	1022	545	137	1117	605			1117	605	3.56		0	4	
Informative A	ANCAT139	F	ANCAT139	11/16/2012	303440	baby_xvid.avi	2433	58:47.9		9		Fixation	216	1022	545	138	1013	517			1013	517	3.75		0	4	
Informative A	ANCAT139	F	ANCAT139	11/16/2012	303440	baby_xvid.avi	2450	58:47.9		9		Fixation	216	1022	545	139	1016	606	1041	459	1028	532	3.66	3.77	0	0	
Informative A	ANCAT139	F	ANCAT139	11/16/2012	303440	baby_xvid.avi	2466	58:48.0		9		Fixation	216	1022	545	140	956	609	1057	454	1006	531	3.59	3.84	0	0	
Informative A	ANCAT139	F	ANCAT139	11/16/2012	303440	baby_xvid.avi	2483	58:48.0		9		Fixation	216	1022	545	141	986	663	1066	436	1026	549	3.56	3.98	0	0	
Informative A	ANCAT139	F	ANCAT139	11/16/2012	303440	baby_xvid.avi	2500	58:48.0		9		Fixation	216	1022	545	142	961	657	1089	289	1025	473	3.57	4	0	0	
Informative A	ANCAT139	F	ANCAT139	11/16/2012	303440	baby_xvid.avi	2516	58:48.0		9		Fixation	216	1022	545	143	956	619	1041	474	998	546	3.58	3.9	0	0	
Informative A	ANCAT139	F	ANCAT139	11/16/2012	303440	baby_xvid.avi	2533	58:48.0		9		Fixation	216	1022	545	144	1003	555			1003	555	3.74		0	4	
Informative A	ANCAT139	F	ANCAT139	11/16/2012	303440	baby_xvid.avi	2550	58:48.0		9		Fixation	216	1022	545	145	980	631	1057	429	1018	530	3.56	3.86	0	0	
Informative A	ANCAT139	F	ANCAT139	11/16/2012	303440	baby_xvid.avi	2566	58:48.1		10		Fixation	200	1027	599	146	964	631			964	631	3.56		0	4	
Informative A	ANCAT139	F	ANCAT139	11/16/2012	303440	baby_xvid.avi	2583	58:48.1		10		Fixation	200	1027	599	147									4	4	
Informative A	ANCAT139	F	ANCAT139	11/16/2012	303440	baby_xvid.avi	2600	58:48.1		10		Fixation	200	1027	599	148									4	4	
Informative A	ANCAT139	F	ANCAT139	11/16/2012	303440	baby_xvid.avi	2616	58:48.1		10		Fixation	200	1027	599	149									4	4	
Informative A	ANCAT139	F	ANCAT139	11/16/2012	303440	baby_xvid.avi	2633	58:48.1		10		Fixation	200	1027	599	150	996	522			996	522	3.81		0	4	
Informative A	ANCAT139	F	ANCAT139	11/16/2012	303440	baby_xvid.avi	2650	58:48.1		10		Fixation	200	1027	599	151	1079	599	976	656	1027	627	3.65	3.26	0	0	
Informative A	ANCAT139	F	ANCAT139	11/16/2012	303440	baby_xvid.avi	2666	58:48.2		10		Fixation	200	1027	599	152	1125	620	989	608	1057	614	3.6	3.43	0	0	
Informative A	ANCAT139	F	ANCAT139	11/16/2012	303440	baby_xvid.avi	2683	58:48.2		10		Fixation	200	1027	599	153	1104	603	1003	580	1053	591	3.6	3.44	0	0	
Informative A	ANCAT139	F	ANCAT139	11/16/2012	303440	baby_xvid.avi	2700	58:48.2		10		Fixation	200	1027	599	154									4	4	
Informative A	ANCAT139	F	ANCAT139	11/16/2012	303440	baby_xvid.avi	2716	58:48.2		10		Fixation	200	1027	599	155									4	4	
Informative A	ANCAT139	F	ANCAT139	11/16/2012	303440	baby_xvid.avi	2733	58:48.2		10		Fixation	200	1027	599	156	1118	591	998	608	1058	599	3.61	3.37	0	0	
Informative A	ANCAT139	F	ANCAT139	11/16/2012	303440	baby_xvid.avi	2749	58:48.2		10		Fixation	200	1027	599	157									4	4	
Informative A	ANCAT139	F	ANCAT139	11/16/2012	303440	baby_xvid.avi	2766	58:48.3				Unclassified	167			158									4	4	
Informative A	ANCAT139	F	ANCAT139	11/16/2012	303440	baby_xvid.avi	2783	58:48.3				Unclassified	167			159									4	4	
Informative A	ANCAT139	F	ANCAT139	11/16/2012	303440	baby_xvid.avi	2799	58:48.3				Unclassified	167			160									4	4	
Informative A	ANCAT139	F	ANCAT139	11/16/2012	303440	baby_xvid.avi	2816	58:48.3				Unclassified	167			161									4	4	
Informative A	ANCAT139	F	ANCAT139	11/16/2012	303440	baby_xvid.avi	2833	58:48.3				Unclassified	167			162									4	4	
Informative A	ANCAT139	F	ANCAT139	11/16/2012	303440	baby_xvid.avi	2849	58:48.3				Unclassified	167			163									4	4	
Informative A	ANCAT139	F	ANCAT139	11/16/2012	303440	baby_xvid.avi	2866	58:48.4				Unclassified	167			164									4	4	
Informative A	ANCAT139	F	ANCAT139	11/16/2012	303440	baby_xvid.avi	2883	58:48.4				Unclassified	167			165									4	4	
Informative A	ANCAT139	F	ANCAT139	11/16/2012	303440	baby_xvid.avi	2899	58:48.4				Unclassified	167			166									4	4	
Informative A	ANCAT139	F	ANCAT139	11/16/2012	303440	baby_xvid.avi	2916	58:48.4				Unclassified	167			167	1070	621	999	599	1034	610	3.68	3.42	0	0	
Informative A	ANCAT139	F	ANCAT139	11/16/2012	303440	baby_xvid.avi	2933	58:48.4		11		Fixation	316	1001	594	168									4	4	
Informative A	ANCAT139	F	ANCAT139	11/16/2012	303440	baby_xvid.avi	2949	58:48.4		11		Fixation	316	1001	594	169									4	4	
Informative A	ANCAT139	F	ANCAT139	11/16/2012	303440	baby_xvid.avi	2966	58:48.5		11		Fixation	316	1001	594	170	1007	519			1007	519	3.75		0	4	
Informative A	ANCAT139	F	ANCAT139	11/16/2012	303440	baby_xvid.avi	2983	58:48.5		11		Fixation	316	1001	594	171	1005	647	990	613	997	630	3.62	3.34	0	0	
Informative A	ANCAT139	F	ANCAT139	11/16/2012	303440	baby_xvid.avi	2999	58:48.5		11		Fixation	316	1001	594	172	1007	502	978	592	992	547	3.82	3.35	0	0	
Informative A	ANCAT139	F	ANCAT139	11/16/2012	303440	baby_xvid.avi	3016	58:48.5		11		Fixation	316	1001	594	173	1011	536			1011	536	3.76		0	4	
Informative A	ANCAT139	F	ANCAT139	11/16/2012	303440	baby_xvid.avi	3033	58:48.5		11		Fixation	316	1001	594	174	1015	566			1015	566	3.77		0	4	
