"","ParticipantName","Trial","Condition","Age","MCDI_Total","MCDI_Nouns","MCDI_Verbs","KnownVerb","KnownAnimal","Verb","y","N","elog","wts","Proportion","ArcSin"
"151","ANCAT74","UnfamiliarRhino","Informative",18.87,"25","17","1",0,0,"Drink",235,262,2.14752490878395,0.0406099208646979,0.896946564885496,1.2439906991542
"152","ANCAT64","UnfamiliarRhino","Neutral",18.54,"51","35","1",0,0,"Drink",174,174,5.85507192220243,2.00573065902579,1,1.5707963267949
"153","ANCAT50","UnfamiliarRhino","Neutral",19.4,"45","26","3",0,0,"Drink",208,293,0.891422665296142,0.0164920695022929,0.709897610921502,1.00200800688758
"154","ANCAT22","UnfamiliarRhino","Neutral",20.84,"56","35","3",0,0,"Drink",244,322,1.13611668412656,0.016828833053287,0.757763975155279,1.05620999905331
"155","ANCAT23","UnfamiliarRhino","Informative",18.25,"7","3","0",1,0,"Drink",238,322,1.03761777596527,0.0160271916440276,0.739130434782609,1.03473483692839
"156","ANCAT26","UnfamiliarRhino","Informative",18.31,"10","3","0",1,0,"Drink",69,200,-0.637680099047073,0.0219930519462757,0.345,0.627801647177086
"157","ANCAT69","UnfamiliarRhino","Informative",19.27,"21","12","1",1,0,"Drink",154,189,1.47066139985643,0.0346415059938922,0.814814814814815,1.12593635745695
"158","ANCAT80","UnfamiliarRhino","Informative",19.73,"23","12","1",1,0,"Drink",64,327,-1.40738814417969,0.0192989423826545,0.195718654434251,0.458274168420226
"159","ANCAT75","UnfamiliarRhino","Informative",19.73,"27","14","1",1,0,"Drink",198,319,0.490874837346642,0.013268236050212,0.620689655172414,0.907291632631616
"160","ANCAT88","UnfamiliarRhino","Informative",18.44,"27","16","1",1,0,"Drink",236,330,0.917348373432291,0.0148103403917357,0.715151515151515,1.00781238795159
"161","ANCAT45","UnfamiliarRhino","Informative",21.86,"31","19","1",1,0,"Drink",112,156,0.92746403247228,0.0313607990012484,0.717948717948718,1.0109157590504
"162","ANCAT39","UnfamiliarRhino","Informative",21.4,"41","24","2",1,0,"Drink",295,312,2.82646795591668,0.0605269518975103,0.94551282051282,1.33519793287184
"163","ANCAT82","UnfamiliarRhino","Informative",19.63,"50","29","4",1,0,"Drink",149,211,0.872129836088385,0.0226889632107023,0.706161137440758,0.997898982867901
