"","ParticipantName","Trial","Target","y","N","elog","wts","Proportion","ArcSin"
"1","ANCAT100","FamiliarBird","Animal",143,291,-0.0342499230430785,0.0137026478489893,0.491408934707904,0.7768066753321
"2","ANCAT102","FamiliarBird","Animal",103,178,0.315438956450445,0.0229068688613751,0.578651685393258,0.864377878825961
"3","ANCAT103","FamiliarBird","Animal",293,310,2.81967675833868,0.0605500121684108,0.945161290322581,1.3344247302413
"4","ANCAT104","FamiliarBird","Animal",169,327,0.0670983335031697,0.0122088532797335,0.516819571865443,0.802220909028093
"5","ANCAT105","FamiliarBird","Animal",290,323,2.16005813746095,0.0332930870603951,0.897832817337461,1.24545100010168
"6","ANCAT106","FamiliarBird","Animal",109,231,-0.112186480728226,0.0172956853974467,0.471861471861472,0.75724476109532
"7","ANCAT108","FamiliarBird","Animal",59,117,0.0169495583137732,0.0339007397830927,0.504273504273504,0.789671719703543
"8","ANCAT112","FamiliarBird","Animal",257,258,5.14555461199563,0.670550161812298,0.996124031007752,1.50849875796714
"9","ANCAT114","FamiliarBird","Animal",129,182,0.883999227237632,0.0264135965070545,0.708791208791209,1.00078967596205
"10","ANCAT115","FamiliarBird","Animal",85,126,0.722822948706062,0.0357922919749172,0.674603174603175,0.963760162743445
"11","ANCAT116","FamiliarBird","Animal",148,235,0.528946164879186,0.0181625781625782,0.629787234042553,0.916688934027318
"12","ANCAT118","FamiliarBird","Animal",95,174,0.183369225826398,0.0230498205406829,0.545977011494253,0.83144021610626
"13","ANCAT119","FamiliarBird","Animal",160,330,-0.0604413541535009,0.0120956322343118,0.484848484848485,0.770244328414355
"14","ANCAT120","FamiliarBird","Animal",267,298,2.13913202050447,0.0354843495030411,0.895973154362416,1.24239317524906
"15","ANCAT122","FamiliarBird","Animal",183,261,0.849116042706262,0.0181884447838387,0.701149425287356,0.992411400747844
"16","ANCAT126","FamiliarBird","Animal",228,228,6.12468339089421,2.00437636761488,1,1.5707963267949
"17","ANCAT127","FamiliarBird","Animal",285,329,1.85875283992387,0.0259745370825872,0.866261398176292,1.19640843692765
"18","ANCAT128","FamiliarBird","Animal",282,327,1.82596622462959,0.0255178449868715,0.862385321100917,1.19074888649744
"19","ANCAT129","FamiliarBird","Animal",325,325,6.47850964220857,2.00307219662058,1,1.5707963267949
"20","ANCAT130","FamiliarBird","Animal",257,329,1.26743315824316,0.0176765985939069,0.781155015197568,1.08398649787828
"21","ANCAT132","FamiliarBird","Animal",150,151,4.60849797608077,0.673311184939092,0.993377483443709,1.48932739005028
"22","ANCAT133","FamiliarBird","Animal",186,258,0.944844677223241,0.019155033743182,0.720930232558139,1.01423392344618
"23","ANCAT92","FamiliarBird","Animal",276,329,1.64252916706043,0.0223082253130757,0.838905775075988,1.15778916677574
"24","ANCAT96","FamiliarBird","Animal",135,203,0.682137895051576,0.0219786139467234,0.665024630541872,0.953576043415204
"25","ANCAT97","FamiliarBird","Animal",156,224,0.826222264712028,0.0209883165038129,0.696428571428571,0.987266403919563
"26","ANCAT98","FamiliarBird","Animal",213,262,1.46166416309403,0.0248858609514347,0.812977099236641,1.12357540553949
"27","ANCAT99","FamiliarBird","Animal",230,234,3.93617346566043,0.226560617016148,0.982905982905983,1.43967685160967
"28","ANCAT100","FamiliarBottle","Artefact",93,239,-0.449063992162481,0.0175211257323283,0.389121338912134,0.673590015550005
"29","ANCAT102","FamiliarBottle","Artefact",77,254,-0.828692672556169,0.018537028623353,0.303149606299213,0.583071130740508
"30","ANCAT103","FamiliarBottle","Artefact",202,327,0.478434127974755,0.0129063990949781,0.617737003058104,0.904251293298273
"31","ANCAT104","FamiliarBottle","Artefact",94,329,-0.913111078956775,0.0148282950830722,0.285714285714286,0.563942641360629
"32","ANCAT105","FamiliarBottle","Artefact",189,325,0.328064409897467,0.0126030521808886,0.581538461538462,0.867302426508444
"33","ANCAT106","FamiliarBottle","Artefact",120,308,-0.447448253957356,0.0136037949745204,0.38961038961039,0.674091496491154
"34","ANCAT108","FamiliarBottle","Artefact",0,119,-5.47646355193151,2.00836820083682,0,0
"35","ANCAT112","FamiliarBottle","Artefact",124,325,-0.481483665481975,0.0129949076703838,0.381538461538462,0.665799400182149
"36","ANCAT114","FamiliarBottle","Artefact",36,126,-0.908037590117435,0.0384469840308787,0.285714285714286,0.563942641360629
"37","ANCAT115","FamiliarBottle","Artefact",81,285,-0.919964955236039,0.017159914200429,0.284210526315789,0.562276965568235
"38","ANCAT116","FamiliarBottle","Artefact",83,293,-0.924639021265626,0.0167266417284196,0.283276450511945,0.561240976877535
"39","ANCAT118","FamiliarBottle","Artefact",94,184,0.0432499837938167,0.0216317343389167,0.510869565217391,0.79626858493789
"40","ANCAT119","FamiliarBottle","Artefact",115,311,-0.531391901347468,0.0137470671821817,0.369774919614148,0.653653950391753
"41","ANCAT120","FamiliarBottle","Artefact",177,281,0.529783537510605,0.015203180807332,0.629893238434164,0.916798704126828
"42","ANCAT122","FamiliarBottle","Artefact",180,261,0.795127757526119,0.0178101048552929,0.689655172413793,0.979923576649477
"43","ANCAT126","FamiliarBottle","Artefact",207,321,0.594556516676459,0.0135529015625822,0.644859813084112,0.932365107044087
"44","ANCAT127","FamiliarBottle","Artefact",91,207,-0.24155230072428,0.0195126527357583,0.439613526570048,0.724863917385303
"45","ANCAT128","FamiliarBottle","Artefact",152,326,-0.134760145595016,0.0122880360749683,0.466257668711656,0.751630168038847
"46","ANCAT130","FamiliarBottle","Artefact",224,325,0.793816908700467,0.0143065597331783,0.689230769230769,0.979464982189645
"47","ANCAT131","FamiliarBottle","Artefact",94,166,0.265013272639068,0.0243751140302864,0.566265060240964,0.851858755572475
"48","ANCAT132","FamiliarBottle","Artefact",37,330,-2.05753670629179,0.0300738216922203,0.112121212121212,0.341440789851165
"49","ANCAT133","FamiliarBottle","Artefact",62,327,-1.44644828393964,0.0197664783427495,0.18960244648318,0.450519914047558
"50","ANCAT92","FamiliarBottle","Artefact",177,330,0.145270041888219,0.0121484607973574,0.536363636363636,0.821793932399153
"51","ANCAT93","FamiliarBottle","Artefact",152,244,0.499955951529087,0.0173681878599911,0.622950819672131,0.909623055554085
"52","ANCAT96","FamiliarBottle","Artefact",134,294,-0.176729743528177,0.0136654738329338,0.45578231292517,0.741122636134976
"53","ANCAT97","FamiliarBottle","Artefact",139,328,-0.306324423261061,0.0124455036362433,0.423780487804878,0.708880327190304
"54","ANCAT98","FamiliarBottle","Artefact",95,209,-0.18144857550761,0.0192048286426301,0.454545454545455,0.739880774378741
"55","ANCAT99","FamiliarBottle","Artefact",88,311,-0.92640886203974,0.0157737079588974,0.282958199356913,0.56088776707931
"56","ANCAT100","FamiliarCow","Animal",249,329,1.13120173076706,0.0164303762805113,0.756838905775076,1.05513111072485
"57","ANCAT102","FamiliarCow","Animal",210,295,0.900969277179722,0.0164465002569766,0.711864406779661,1.00417717436821
"58","ANCAT103","FamiliarCow","Animal",218,301,0.961939382678835,0.0165527069430932,0.724252491694352,1.01794413668891
"59","ANCAT104","FamiliarCow","Animal",173,329,0.103121589406706,0.0121534651186344,0.525835866261398,0.811245540316551
"60","ANCAT105","FamiliarCow","Animal",190,310,0.458002441636046,0.013548099018743,0.612903225806452,0.899283558190796
"61","ANCAT106","FamiliarCow","Animal",136,136,5.60947179518496,2.00732600732601,1,1.5707963267949
"62","ANCAT112","FamiliarCow","Animal",199,233,1.7548549122926,0.0339980385746976,0.854077253218884,1.17883864867699
"63","ANCAT114","FamiliarCow","Animal",46,107,-0.279584862219162,0.037765538945712,0.429906542056075,0.715073067263189
"64","ANCAT116","FamiliarCow","Animal",112,262,-0.291009862544456,0.0155334071613141,0.427480916030534,0.712622389281029
"65","ANCAT118","FamiliarCow","Animal",239,266,2.16436741217844,0.040539001708104,0.898496240601504,1.24654781604028
"66","ANCAT119","FamiliarCow","Animal",319,319,6.45990445437753,2.00312989045383,1,1.5707963267949
"67","ANCAT120","FamiliarCow","Animal",331,331,6.49677499018586,2.00301659125189,1,1.5707963267949
"68","ANCAT122","FamiliarCow","Animal",233,325,0.925973432590573,0.0150934660570635,0.716923076923077,1.00977678061136
"69","ANCAT126","FamiliarCow","Animal",174,230,1.12768410349009,0.0234297740700358,0.756521739130435,1.05476152712072
"70","ANCAT127","FamiliarCow","Animal",285,326,1.92854860185941,0.0275990125123963,0.874233128834356,1.20827132182658
"71","ANCAT128","FamiliarCow","Animal",129,275,-0.12334454731753,0.0145479462885606,0.469090909090909,0.754469352105671
